pruid,prname,date,numtotal,numdeathstoday
62,Nunavut,2020-07-20,0,0
99,Repatriated travellers,2020-07-20,13,
1,Canada,2020-07-20,111124,6
59,British Columbia,2020-07-21,3328,0
48,Alberta,2020-07-21,9728,2
47,Saskatchewan,2020-07-21,970,0
46,Manitoba,2020-07-21,366,0
35,Ontario,2020-07-21,37942,1
24,Quebec,2020-07-21,57796,1
10,Newfoundland and Labrador,2020-07-21,263,0
13,New Brunswick,2020-07-21,170,0
12,Nova Scotia,2020-07-21,1067,0
11,Prince Edward Island,2020-07-21,36,0
60,Yukon,2020-07-21,13,0
61,Northwest Territories,2020-07-21,5,0
62,Nunavut,2020-07-21,0,0
99,Repatriated travellers,2020-07-21,13,
1,Canada,2020-07-21,111697,4
59,British Columbia,2020-07-22,3362,0
48,Alberta,2020-07-22,9861,2
47,Saskatchewan,2020-07-22,1030,0
46,Manitoba,2020-07-22,374,0
35,Ontario,2020-07-22,38107,2
24,Quebec,2020-07-22,57938,4
10,Newfoundland and Labrador,2020-07-22,264,0
13,New Brunswick,2020-07-22,170,0
12,Nova Scotia,2020-07-22,1067,0
11,Prince Edward Island,2020-07-22,36,0
60,Yukon,2020-07-22,13,0
61,Northwest Territories,2020-07-22,5,0
62,Nunavut,2020-07-22,0,0
99,Repatriated travellers,2020-07-22,13,
1,Canada,2020-07-22,112240,8
59,British Columbia,2020-07-23,3392,1
48,Alberta,2020-07-23,9975,2
47,Saskatchewan,2020-07-23,1072,1
46,Manitoba,2020-07-23,375,0
35,Ontario,2020-07-23,38210,0
24,Quebec,2020-07-23,58080,0
10,Newfoundland and Labrador,2020-07-23,264,0
13,New Brunswick,2020-07-23,170,0
12,Nova Scotia,2020-07-23,1067,0
11,Prince Edward Island,2020-07-23,36,0
60,Yukon,2020-07-23,13,0
61,Northwest Territories,2020-07-23,5,0
62,Nunavut,2020-07-23,0,0
99,Repatriated travellers,2020-07-23,13,
1,Canada,2020-07-23,112672,4
59,British Columbia,2020-07-24,3419,1
48,Alberta,2020-07-24,10086,2
47,Saskatchewan,2020-07-24,1099,0
46,Manitoba,2020-07-24,384,0
35,Ontario,2020-07-24,38405,3
24,Quebec,2020-07-24,58243,1
10,Newfoundland and Labrador,2020-07-24,265,0
13,New Brunswick,2020-07-24,170,0
12,Nova Scotia,2020-07-24,1067,0
11,Prince Edward Island,2020-07-24,36,0
60,Yukon,2020-07-24,14,0
61,Northwest Territories,2020-07-24,5,0
62,Nunavut,2020-07-24,0,0
99,Repatriated travellers,2020-07-24,13,
1,Canada,2020-07-24,113206,7
59,British Columbia,2020-07-25,3419,0
48,Alberta,2020-07-25,10086,0
47,Saskatchewan,2020-07-25,1136,0
46,Manitoba,2020-07-25,388,0
35,Ontario,2020-07-25,38543,1
24,Quebec,2020-07-25,58414,3
10,Newfoundland and Labrador,2020-07-25,265,0
13,New Brunswick,2020-07-25,170,0
12,Nova Scotia,2020-07-25,1067,0
11,Prince Edward Island,2020-07-25,36,0
60,Yukon,2020-07-25,14,0
61,Northwest Territories,2020-07-25,5,0
62,Nunavut,2020-07-25,0,0
99,Repatriated travellers,2020-07-25,13,
1,Canada,2020-07-25,113556,4
59,British Columbia,2020-07-26,3419,0
48,Alberta,2020-07-26,10086,0
47,Saskatchewan,2020-07-26,1178,0
46,Manitoba,2020-07-26,394,0
35,Ontario,2020-07-26,38680,4
24,Quebec,2020-07-26,58583,1
10,Newfoundland and Labrador,2020-07-26,266,0
13,New Brunswick,2020-07-26,170,0
12,Nova Scotia,2020-07-26,1067,0
11,Prince Edward Island,2020-07-26,36,0
60,Yukon,2020-07-26,14,0
61,Northwest Territories,2020-07-26,5,0
62,Nunavut,2020-07-26,0,0
99,Repatriated travellers,2020-07-26,13,
1,Canada,2020-07-26,113911,5
59,British Columbia,2020-07-27,3500,2
48,Alberta,2020-07-27,10390,8
47,Saskatchewan,2020-07-27,1209,0
46,Manitoba,2020-07-27,400,0
35,Ontario,2020-07-27,38799,1
24,Quebec,2020-07-27,58728,0
10,Newfoundland and Labrador,2020-07-27,266,0
13,New Brunswick,2020-07-27,170,0
12,Nova Scotia,2020-07-27,1067,0
11,Prince Edward Island,2020-07-27,36,0
60,Yukon,2020-07-27,14,0
61,Northwest Territories,2020-07-27,5,0
62,Nunavut,2020-07-27,0,0
99,Repatriated travellers,2020-07-27,13,
1,Canada,2020-07-27,114597,11
59,British Columbia,2020-07-28,3523,1
48,Alberta,2020-07-28,10470,1
47,Saskatchewan,2020-07-28,1218,1
46,Manitoba,2020-07-28,405,1
35,Ontario,2020-07-28,38910,4
24,Quebec,2020-07-28,58897,3
10,Newfoundland and Labrador,2020-07-28,266,0
13,New Brunswick,2020-07-28,170,0
12,Nova Scotia,2020-07-28,1067,0
11,Prince Edward Island,2020-07-28,36,0
60,Yukon,2020-07-28,14,0
61,Northwest Territories,2020-07-28,5,0
62,Nunavut,2020-07-28,0,0
99,Repatriated travellers,2020-07-28,13,
1,Canada,2020-07-28,114994,11
59,British Columbia,2020-07-29,3562,0
48,Alberta,2020-07-29,10603,3
47,Saskatchewan,2020-07-29,1268,0
46,Manitoba,2020-07-29,407,0
35,Ontario,2020-07-29,38986,1
24,Quebec,2020-07-29,59009,2
10,Newfoundland and Labrador,2020-07-29,266,0
13,New Brunswick,2020-07-29,170,0
12,Nova Scotia,2020-07-29,1067,1
11,Prince Edward Island,2020-07-29,36,0
60,Yukon,2020-07-29,14,0
61,Northwest Territories,2020-07-29,5,0
62,Nunavut,2020-07-29,0,0
99,Repatriated travellers,2020-07-29,13,
1,Canada,2020-07-29,115406,7
59,British Columbia,2020-07-30,3591,0
48,Alberta,2020-07-30,10716,5
47,Saskatchewan,2020-07-30,1306,1
46,Manitoba,2020-07-30,409,0
35,Ontario,2020-07-30,39075,3
24,Quebec,2020-07-30,59131,1
10,Newfoundland and Labrador,2020-07-30,266,0
13,New Brunswick,2020-07-30,170,0
12,Nova Scotia,2020-07-30,1067,0
11,Prince Edward Island,2020-07-30,36,0
60,Yukon,2020-07-30,14,0
61,Northwest Territories,2020-07-30,5,0
62,Nunavut,2020-07-30,0,0
99,Repatriated travellers,2020-07-30,13,
1,Canada,2020-07-30,115799,10
59,British Columbia,2020-07-31,3641,1
48,Alberta,2020-07-31,10843,1
47,Saskatchewan,2020-07-31,1319,0
46,Manitoba,2020-07-31,415,0
35,Ontario,2020-07-31,39209,3
24,Quebec,2020-07-31,59312,1
10,Newfoundland and Labrador,2020-07-31,266,0
13,New Brunswick,2020-07-31,170,0
12,Nova Scotia,2020-07-31,1069,0
11,Prince Edward Island,2020-07-31,36,0
60,Yukon,2020-07-31,14,0
61,Northwest Territories,2020-07-31,5,0
62,Nunavut,2020-07-31,0,0
99,Repatriated travellers,2020-07-31,13,
1,Canada,2020-07-31,116312,6
59,British Columbia,2020-08-01,3641,0
48,Alberta,2020-08-01,10843,0
47,Saskatchewan,2020-08-01,1334,0
46,Manitoba,2020-08-01,417,0
35,Ontario,2020-08-01,39333,2
24,Quebec,2020-08-01,59458,4
10,Newfoundland and Labrador,2020-08-01,266,0
13,New Brunswick,2020-08-01,170,0
12,Nova Scotia,2020-08-01,1069,0
11,Prince Edward Island,2020-08-01,36,0
60,Yukon,2020-08-01,14,0
61,Northwest Territories,2020-08-01,5,0
62,Nunavut,2020-08-01,0,0
99,Repatriated travellers,2020-08-01,13,
1,Canada,2020-08-01,116599,6
59,British Columbia,2020-08-02,3641,0
48,Alberta,2020-08-02,10843,0
47,Saskatchewan,2020-08-02,1342,0
46,Manitoba,2020-08-02,435,0
35,Ontario,2020-08-02,39449,1
24,Quebec,2020-08-02,59599,3
10,Newfoundland and Labrador,2020-08-02,266,0
13,New Brunswick,2020-08-02,170,0
12,Nova Scotia,2020-08-02,1071,0
11,Prince Edward Island,2020-08-02,36,0
60,Yukon,2020-08-02,14,0
61,Northwest Territories,2020-08-02,5,0
62,Nunavut,2020-08-02,0,0
99,Repatriated travellers,2020-08-02,13,
1,Canada,2020-08-02,116884,4
59,British Columbia,2020-08-03,3641,0
48,Alberta,2020-08-03,10843,0
47,Saskatchewan,2020-08-03,1359,0
46,Manitoba,2020-08-03,442,0
35,Ontario,2020-08-03,39449,0
24,Quebec,2020-08-03,59722,2
10,Newfoundland and Labrador,2020-08-03,266,0
13,New Brunswick,2020-08-03,170,0
12,Nova Scotia,2020-08-03,1071,0
11,Prince Edward Island,2020-08-03,36,0
60,Yukon,2020-08-03,14,0
61,Northwest Territories,2020-08-03,5,0
62,Nunavut,2020-08-03,0,0
99,Repatriated travellers,2020-08-03,13,
1,Canada,2020-08-03,117031,2
59,British Columbia,2020-08-04,3787,0
48,Alberta,2020-08-04,11146,5
47,Saskatchewan,2020-08-04,1368,0
46,Manitoba,2020-08-04,443,0
35,Ontario,2020-08-04,39628,4
24,Quebec,2020-08-04,59845,2
10,Newfoundland and Labrador,2020-08-04,266,0
13,New Brunswick,2020-08-04,170,0
12,Nova Scotia,2020-08-04,1071,0
11,Prince Edward Island,2020-08-04,36,0
60,Yukon,2020-08-04,14,0
61,Northwest Territories,2020-08-04,5,0
62,Nunavut,2020-08-04,0,0
99,Repatriated travellers,2020-08-04,13,
1,Canada,2020-08-04,117792,11
59,British Columbia,2020-08-05,3834,0
48,Alberta,2020-08-05,11240,2
47,Saskatchewan,2020-08-05,1376,0
46,Manitoba,2020-08-05,444,0
35,Ontario,2020-08-05,39714,0
24,Quebec,2020-08-05,60000,2
10,Newfoundland and Labrador,2020-08-05,266,0
13,New Brunswick,2020-08-05,174,0
12,Nova Scotia,2020-08-05,1071,0
11,Prince Edward Island,2020-08-05,36,0
60,Yukon,2020-08-05,14,0
61,Northwest Territories,2020-08-05,5,0
62,Nunavut,2020-08-05,0,0
99,Repatriated travellers,2020-08-05,13,
1,Canada,2020-08-05,118187,4
59,British Columbia,2020-08-06,3881,0
48,Alberta,2020-08-06,11296,2
47,Saskatchewan,2020-08-06,1387,1
46,Manitoba,2020-08-06,474,0
35,Ontario,2020-08-06,39809,1
24,Quebec,2020-08-06,60133,0
10,Newfoundland and Labrador,2020-08-06,266,0
13,New Brunswick,2020-08-06,176,0
12,Nova Scotia,2020-08-06,1071,0
11,Prince Edward Island,2020-08-06,36,0
60,Yukon,2020-08-06,14,0
61,Northwest Territories,2020-08-06,5,0
62,Nunavut,2020-08-06,0,0
99,Repatriated travellers,2020-08-06,13,
1,Canada,2020-08-06,118561,4
59,British Columbia,2020-08-07,3934,0
48,Alberta,2020-08-07,11430,3
47,Saskatchewan,2020-08-07,1409,1
46,Manitoba,2020-08-07,491,0
35,Ontario,2020-08-07,39897,0
24,Quebec,2020-08-07,60241,0
10,Newfoundland and Labrador,2020-08-07,267,0
13,New Brunswick,2020-08-07,176,0
12,Nova Scotia,2020-08-07,1071,0
11,Prince Edward Island,2020-08-07,36,0
60,Yukon,2020-08-07,15,0
61,Northwest Territories,2020-08-07,5,0
62,Nunavut,2020-08-07,0,0
99,Repatriated travellers,2020-08-07,13,
1,Canada,2020-08-07,118985,4
59,British Columbia,2020-08-08,3934,0
48,Alberta,2020-08-08,11430,0
47,Saskatchewan,2020-08-08,1433,0
46,Manitoba,2020-08-08,507,0
35,Ontario,2020-08-08,39967,1
24,Quebec,2020-08-08,60367,5
10,Newfoundland and Labrador,2020-08-08,267,0
13,New Brunswick,2020-08-08,176,0
12,Nova Scotia,2020-08-08,1071,0
11,Prince Edward Island,2020-08-08,36,0
60,Yukon,2020-08-08,15,0
61,Northwest Territories,2020-08-08,5,0
62,Nunavut,2020-08-08,0,0
99,Repatriated travellers,2020-08-08,13,
1,Canada,2020-08-08,119221,6
59,British Columbia,2020-08-09,3934,0
48,Alberta,2020-08-09,11430,0
47,Saskatchewan,2020-08-09,1445,0
46,Manitoba,2020-08-09,542,0
35,Ontario,2020-08-09,40046,2
24,Quebec,2020-08-09,60471,3
10,Newfoundland and Labrador,2020-08-09,267,0
13,New Brunswick,2020-08-09,176,0
12,Nova Scotia,2020-08-09,1071,0
11,Prince Edward Island,2020-08-09,36,0
60,Yukon,2020-08-09,15,0
61,Northwest Territories,2020-08-09,5,0
62,Nunavut,2020-08-09,0,0
99,Repatriated travellers,2020-08-09,13,0
1,Canada,2020-08-09,119451,5
59,British Columbia,2020-08-10,4065,0
48,Alberta,2020-08-10,11687,5
47,Saskatchewan,2020-08-10,1450,0
46,Manitoba,2020-08-10,558,0
35,Ontario,2020-08-10,40161,0
24,Quebec,2020-08-10,60627,1
10,Newfoundland and Labrador,2020-08-10,268,0
13,New Brunswick,2020-08-10,176,0
12,Nova Scotia,2020-08-10,1071,0
11,Prince Edward Island,2020-08-10,36,0
60,Yukon,2020-08-10,15,0
61,Northwest Territories,2020-08-10,5,0
62,Nunavut,2020-08-10,0,0
99,Repatriated travellers,2020-08-10,13,0
1,Canada,2020-08-10,120132,6
59,British Columbia,2020-08-11,4111,0
48,Alberta,2020-08-11,11772,3
47,Saskatchewan,2020-08-11,1479,0
46,Manitoba,2020-08-11,562,0
35,Ontario,2020-08-11,40194,0
24,Quebec,2020-08-11,60718,1
10,Newfoundland and Labrador,2020-08-11,268,0
13,New Brunswick,2020-08-11,177,0
12,Nova Scotia,2020-08-11,1071,0
11,Prince Edward Island,2020-08-11,36,0
60,Yukon,2020-08-11,15,0
61,Northwest Territories,2020-08-11,5,0
62,Nunavut,2020-08-11,0,0
99,Repatriated travellers,2020-08-11,13,0
1,Canada,2020-08-11,120421,4
59,British Columbia,2020-08-12,4196,1
48,Alberta,2020-08-12,11893,1
47,Saskatchewan,2020-08-12,1484,0
46,Manitoba,2020-08-12,578,0
35,Ontario,2020-08-12,40289,1
24,Quebec,2020-08-12,60813,12
10,Newfoundland and Labrador,2020-08-12,268,0
13,New Brunswick,2020-08-12,178,0
12,Nova Scotia,2020-08-12,1071,0
11,Prince Edward Island,2020-08-12,41,0
60,Yukon,2020-08-12,15,0
61,Northwest Territories,2020-08-12,5,0
62,Nunavut,2020-08-12,0,0
99,Repatriated travellers,2020-08-12,13,0
1,Canada,2020-08-12,120844,15
59,British Columbia,2020-08-13,4274,0
48,Alberta,2020-08-13,11969,3
47,Saskatchewan,2020-08-13,1511,0
46,Manitoba,2020-08-13,603,0
35,Ontario,2020-08-13,40367,0
24,Quebec,2020-08-13,60917,6
10,Newfoundland and Labrador,2020-08-13,268,0
13,New Brunswick,2020-08-13,180,0
12,Nova Scotia,2020-08-13,1071,0
11,Prince Edward Island,2020-08-13,41,0
60,Yukon,2020-08-13,15,0
61,Northwest Territories,2020-08-13,5,0
62,Nunavut,2020-08-13,0,0
99,Repatriated travellers,2020-08-13,13,0
1,Canada,2020-08-13,121234,9
59,British Columbia,2020-08-14,4358,0
48,Alberta,2020-08-14,12053,1
47,Saskatchewan,2020-08-14,1541,0
46,Manitoba,2020-08-14,643,0
35,Ontario,2020-08-14,40459,1
24,Quebec,2020-08-14,61004,3
10,Newfoundland and Labrador,2020-08-14,268,0
13,New Brunswick,2020-08-14,180,0
12,Nova Scotia,2020-08-14,1072,0
11,Prince Edward Island,2020-08-14,41,0
60,Yukon,2020-08-14,15,0
61,Northwest Territories,2020-08-14,5,0
62,Nunavut,2020-08-14,0,0
99,Repatriated travellers,2020-08-14,13,0
1,Canada,2020-08-14,121652,5
59,British Columbia,2020-08-15,4358,0
48,Alberta,2020-08-15,12053,0
47,Saskatchewan,2020-08-15,1566,1
46,Manitoba,2020-08-15,663,1
35,Ontario,2020-08-15,40565,6
24,Quebec,2020-08-15,61084,1
10,Newfoundland and Labrador,2020-08-15,268,0
13,New Brunswick,2020-08-15,184,0
12,Nova Scotia,2020-08-15,1074,0
11,Prince Edward Island,2020-08-15,41,0
60,Yukon,2020-08-15,15,0
61,Northwest Territories,2020-08-15,5,0
62,Nunavut,2020-08-15,0,0
99,Repatriated travellers,2020-08-15,13,0
1,Canada,2020-08-15,121889,9
59,British Columbia,2020-08-16,4358,0
48,Alberta,2020-08-16,12053,0
47,Saskatchewan,2020-08-16,1580,1
46,Manitoba,2020-08-16,697,0
35,Ontario,2020-08-16,40646,0
24,Quebec,2020-08-16,61151,1
10,Newfoundland and Labrador,2020-08-16,268,0
13,New Brunswick,2020-08-16,186,0
12,Nova Scotia,2020-08-16,1074,0
11,Prince Edward Island,2020-08-16,41,0
60,Yukon,2020-08-16,15,0
61,Northwest Territories,2020-08-16,5,0
62,Nunavut,2020-08-16,0,0
99,Repatriated travellers,2020-08-16,13,0
1,Canada,2020-08-16,122087,2
59,British Columbia,2020-08-17,4594,2
48,Alberta,2020-08-17,12412,3
47,Saskatchewan,2020-08-17,1581,0
46,Manitoba,2020-08-17,731,0
35,Ontario,2020-08-17,40745,0
24,Quebec,2020-08-17,61206,1
10,Newfoundland and Labrador,2020-08-17,268,0
13,New Brunswick,2020-08-17,186,0
12,Nova Scotia,2020-08-17,1075,0
11,Prince Edward Island,2020-08-17,41,0
60,Yukon,2020-08-17,15,0
61,Northwest Territories,2020-08-17,5,0
62,Nunavut,2020-08-17,0,0
99,Repatriated travellers,2020-08-17,13,0
1,Canada,2020-08-17,122872,6
59,British Columbia,2020-08-18,4677,0
48,Alberta,2020-08-18,12419,1
47,Saskatchewan,2020-08-18,1582,0
46,Manitoba,2020-08-18,748,2
35,Ontario,2020-08-18,40870,3
24,Quebec,2020-08-18,61252,6
10,Newfoundland and Labrador,2020-08-18,268,0
13,New Brunswick,2020-08-18,186,0
12,Nova Scotia,2020-08-18,1075,0
11,Prince Edward Island,2020-08-18,44,0
60,Yukon,2020-08-18,15,0
61,Northwest Territories,2020-08-18,5,0
62,Nunavut,2020-08-18,0,0
99,Repatriated travellers,2020-08-18,13,0
1,Canada,2020-08-18,123154,12
59,British Columbia,2020-08-19,4745,0
48,Alberta,2020-08-19,12501,2
47,Saskatchewan,2020-08-19,1586,0
46,Manitoba,2020-08-19,763,1
35,Ontario,2020-08-19,40972,0
24,Quebec,2020-08-19,61316,2
10,Newfoundland and Labrador,2020-08-19,268,0
13,New Brunswick,2020-08-19,186,0
12,Nova Scotia,2020-08-19,1076,0
11,Prince Edward Island,2020-08-19,44,0
60,Yukon,2020-08-19,15,0
61,Northwest Territories,2020-08-19,5,0
62,Nunavut,2020-08-19,0,0
99,Repatriated travellers,2020-08-19,13,0
1,Canada,2020-08-19,123490,5
59,British Columbia,2020-08-20,4825,2
48,Alberta,2020-08-20,12604,1
47,Saskatchewan,2020-08-20,1590,0
46,Manitoba,2020-08-20,796,0
35,Ontario,2020-08-20,41048,1
24,Quebec,2020-08-20,61402,1
10,Newfoundland and Labrador,2020-08-20,268,0
13,New Brunswick,2020-08-20,186,0
12,Nova Scotia,2020-08-20,1077,0
11,Prince Edward Island,2020-08-20,44,0
60,Yukon,2020-08-20,15,0
61,Northwest Territories,2020-08-20,5,0
62,Nunavut,2020-08-20,0,0
99,Repatriated travellers,2020-08-20,13,0
1,Canada,2020-08-20,123873,5
59,British Columbia,2020-08-21,4915,2
48,Alberta,2020-08-21,12748,2
47,Saskatchewan,2020-08-21,1595,0
46,Manitoba,2020-08-21,830,0
35,Ontario,2020-08-21,41179,3
24,Quebec,2020-08-21,61495,3
10,Newfoundland and Labrador,2020-08-21,268,0
13,New Brunswick,2020-08-21,188,0
12,Nova Scotia,2020-08-21,1077,0
11,Prince Edward Island,2020-08-21,44,0
60,Yukon,2020-08-21,15,0
61,Northwest Territories,2020-08-21,5,0
62,Nunavut,2020-08-21,0,0
99,Repatriated travellers,2020-08-21,13,0
1,Canada,2020-08-21,124372,10
59,British Columbia,2020-08-22,4915,0
48,Alberta,2020-08-22,12748,0
47,Saskatchewan,2020-08-22,1597,0
46,Manitoba,2020-08-22,872,0
35,Ontario,2020-08-22,41287,1
24,Quebec,2020-08-22,61599,6
10,Newfoundland and Labrador,2020-08-22,268,0
13,New Brunswick,2020-08-22,188,0
12,Nova Scotia,2020-08-22,1078,0
11,Prince Edward Island,2020-08-22,44,0
60,Yukon,2020-08-22,15,0
61,Northwest Territories,2020-08-22,5,0
62,Nunavut,2020-08-22,0,0
99,Repatriated travellers,2020-08-22,13,0
1,Canada,2020-08-22,124629,7
59,British Columbia,2020-08-23,4915,0
48,Alberta,2020-08-23,12748,0
47,Saskatchewan,2020-08-23,1600,0
46,Manitoba,2020-08-23,944,0
35,Ontario,2020-08-23,41402,0
24,Quebec,2020-08-23,61673,1
10,Newfoundland and Labrador,2020-08-23,268,0
13,New Brunswick,2020-08-23,189,0
12,Nova Scotia,2020-08-23,1080,1
11,Prince Edward Island,2020-08-23,44,0
60,Yukon,2020-08-23,15,0
61,Northwest Territories,2020-08-23,5,0
62,Nunavut,2020-08-23,0,0
99,Repatriated travellers,2020-08-23,13,0
1,Canada,2020-08-23,124896,2
59,British Columbia,2020-08-24,5184,1
48,Alberta,2020-08-24,13006,4
47,Saskatchewan,2020-08-24,1601,0
46,Manitoba,2020-08-24,993,0
35,Ontario,2020-08-24,41507,1
24,Quebec,2020-08-24,61741,4
10,Newfoundland and Labrador,2020-08-24,268,0
13,New Brunswick,2020-08-24,189,0
12,Nova Scotia,2020-08-24,1080,0
11,Prince Edward Island,2020-08-24,44,0
60,Yukon,2020-08-24,15,0
61,Northwest Territories,2020-08-24,5,0
62,Nunavut,2020-08-24,0,0
99,Repatriated travellers,2020-08-24,13,0
1,Canada,2020-08-24,125646,10
59,British Columbia,2020-08-25,5242,0
48,Alberta,2020-08-25,13083,1
47,Saskatchewan,2020-08-25,1601,1
46,Manitoba,2020-08-25,1018,1
35,Ontario,2020-08-25,41607,2
24,Quebec,2020-08-25,61803,2
10,Newfoundland and Labrador,2020-08-25,268,0
13,New Brunswick,2020-08-25,190,0
12,Nova Scotia,2020-08-25,1080,0
11,Prince Edward Island,2020-08-25,44,0
60,Yukon,2020-08-25,15,0
61,Northwest Territories,2020-08-25,5,0
62,Nunavut,2020-08-25,0,0
99,Repatriated travellers,2020-08-25,13,0
1,Canada,2020-08-25,125969,7
59,British Columbia,2020-08-26,5304,0
48,Alberta,2020-08-26,13210,0
47,Saskatchewan,2020-08-26,1604,1
46,Manitoba,2020-08-26,1043,0
35,Ontario,2020-08-26,41695,2
24,Quebec,2020-08-26,61945,1
10,Newfoundland and Labrador,2020-08-26,268,0
13,New Brunswick,2020-08-26,190,0
12,Nova Scotia,2020-08-26,1081,0
11,Prince Edward Island,2020-08-26,44,0
60,Yukon,2020-08-26,15,0
61,Northwest Territories,2020-08-26,5,0
62,Nunavut,2020-08-26,0,0
99,Repatriated travellers,2020-08-26,13,0
1,Canada,2020-08-26,126417,4
59,British Columbia,2020-08-27,5372,1
48,Alberta,2020-08-27,13318,2
47,Saskatchewan,2020-08-27,1609,0
46,Manitoba,2020-08-27,1064,1
35,Ontario,2020-08-27,41813,1
24,Quebec,2020-08-27,62026,3
10,Newfoundland and Labrador,2020-08-27,268,0
13,New Brunswick,2020-08-27,190,0
12,Nova Scotia,2020-08-27,1081,0
11,Prince Edward Island,2020-08-27,44,0
60,Yukon,2020-08-27,15,0
61,Northwest Territories,2020-08-27,5,0
62,Nunavut,2020-08-27,0,0
99,Repatriated travellers,2020-08-27,13,0
1,Canada,2020-08-27,126818,8
59,British Columbia,2020-08-28,5496,0
48,Alberta,2020-08-28,13476,0
47,Saskatchewan,2020-08-28,1611,0
46,Manitoba,2020-08-28,1096,0
35,Ontario,2020-08-28,41935,6
24,Quebec,2020-08-28,62076,5
10,Newfoundland and Labrador,2020-08-28,269,0
13,New Brunswick,2020-08-28,191,0
12,Nova Scotia,2020-08-28,1083,0
11,Prince Edward Island,2020-08-28,44,0
60,Yukon,2020-08-28,15,0
61,Northwest Territories,2020-08-28,5,0
62,Nunavut,2020-08-28,0,0
99,Repatriated travellers,2020-08-28,13,0
1,Canada,2020-08-28,127310,11
59,British Columbia,2020-08-29,5496,0
48,Alberta,2020-08-29,13476,0
47,Saskatchewan,2020-08-29,1615,0
46,Manitoba,2020-08-29,1151,0
35,Ontario,2020-08-29,42083,0
24,Quebec,2020-08-29,62232,0
10,Newfoundland and Labrador,2020-08-29,269,0
13,New Brunswick,2020-08-29,191,0
12,Nova Scotia,2020-08-29,1083,0
11,Prince Edward Island,2020-08-29,44,0
60,Yukon,2020-08-29,15,0
61,Northwest Territories,2020-08-29,5,0
62,Nunavut,2020-08-29,0,0
99,Repatriated travellers,2020-08-29,13,0
1,Canada,2020-08-29,127673,0
59,British Columbia,2020-08-30,5496,0
48,Alberta,2020-08-30,13476,0
47,Saskatchewan,2020-08-30,1615,0
46,Manitoba,2020-08-30,1186,0
35,Ontario,2020-08-30,42195,1
24,Quebec,2020-08-30,62352,3
10,Newfoundland and Labrador,2020-08-30,269,0
13,New Brunswick,2020-08-30,191,0
12,Nova Scotia,2020-08-30,1083,0
11,Prince Edward Island,2020-08-30,44,0
60,Yukon,2020-08-30,15,0
61,Northwest Territories,2020-08-30,5,0
62,Nunavut,2020-08-30,0,0
99,Repatriated travellers,2020-08-30,13,0
1,Canada,2020-08-30,127940,4
59,British Columbia,2020-08-31,5790,4
48,Alberta,2020-08-31,13902,2
47,Saskatchewan,2020-08-31,1619,0
46,Manitoba,2020-08-31,1214,0
35,Ontario,2020-08-31,42309,1
24,Quebec,2020-08-31,62492,2
10,Newfoundland and Labrador,2020-08-31,269,0
13,New Brunswick,2020-08-31,191,0
12,Nova Scotia,2020-08-31,1085,0
11,Prince Edward Island,2020-08-31,44,0
60,Yukon,2020-08-31,15,0
61,Northwest Territories,2020-08-31,5,0
62,Nunavut,2020-08-31,0,0
99,Repatriated travellers,2020-08-31,13,0
1,Canada,2020-08-31,128948,9
59,British Columbia,2020-09-01,5848,1
48,Alberta,2020-09-01,14066,2
47,Saskatchewan,2020-09-01,1622,0
46,Manitoba,2020-09-01,1232,0
35,Ontario,2020-09-01,42421,1
24,Quebec,2020-09-01,62614,2
10,Newfoundland and Labrador,2020-09-01,269,0
13,New Brunswick,2020-09-01,191,0
12,Nova Scotia,2020-09-01,1085,0
11,Prince Edward Island,2020-09-01,44,0
60,Yukon,2020-09-01,15,0
61,Northwest Territories,2020-09-01,5,0
62,Nunavut,2020-09-01,0,0
99,Repatriated travellers,2020-09-01,13,0
1,Canada,2020-09-01,129425,6
59,British Columbia,2020-09-02,5952,0
48,Alberta,2020-09-02,14180,1
47,Saskatchewan,2020-09-02,1624,0
46,Manitoba,2020-09-02,1244,0
35,Ontario,2020-09-02,42554,0
24,Quebec,2020-09-02,62746,2
10,Newfoundland and Labrador,2020-09-02,269,0
13,New Brunswick,2020-09-02,192,0
12,Nova Scotia,2020-09-02,1085,0
11,Prince Edward Island,2020-09-02,44,0
60,Yukon,2020-09-02,15,0
61,Northwest Territories,2020-09-02,5,0
62,Nunavut,2020-09-02,0,0
99,Repatriated travellers,2020-09-02,13,0
1,Canada,2020-09-02,129923,3
59,British Columbia,2020-09-03,6041,1
48,Alberta,2020-09-03,14310,0
47,Saskatchewan,2020-09-03,1634,0
46,Manitoba,2020-09-03,1264,2
35,Ontario,2020-09-03,42686,0
24,Quebec,2020-09-03,62933,3
10,Newfoundland and Labrador,2020-09-03,269,0
13,New Brunswick,2020-09-03,192,0
12,Nova Scotia,2020-09-03,1085,0
11,Prince Edward Island,2020-09-03,46,0
60,Yukon,2020-09-03,15,0
61,Northwest Territories,2020-09-03,5,0
62,Nunavut,2020-09-03,0,0
99,Repatriated travellers,2020-09-03,13,0
1,Canada,2020-09-03,130493,6
59,British Columbia,2020-09-04,6162,1
48,Alberta,2020-09-04,14474,0
47,Saskatchewan,2020-09-04,1638,0
46,Manitoba,2020-09-04,1273,0
35,Ontario,2020-09-04,42834,0
24,Quebec,2020-09-04,63117,0
10,Newfoundland and Labrador,2020-09-04,269,0
13,New Brunswick,2020-09-04,192,0
12,Nova Scotia,2020-09-04,1085,0
